datetime,00010_Mean,hist_mean,hist_median,diff_hist_mean,diff_hist_median,comment,site_no
2009-08-14 00:00:00-05:00,17.4,17.108,16.98,0.3,0.4,,15765195
2009-08-15 00:00:00-05:00,17.0,17.218,17.49,-0.2,-0.5,,15765195
2009-08-16 00:00:00-05:00,17.2,16.97,16.78,0.2,0.4,,15765195
2009-08-17 00:00:00-05:00,17.1,17.09,17.15,0.0,-0.1,,15765195
2009-08-18 00:00:00-05:00,18.2,17.752,17.45,0.4,0.7,,15765195
2009-08-19 00:00:00-05:00,18.6,18.008,17.34,0.6,1.2,,15765195
2009-08-20 00:00:00-05:00,18.0,16.884,16.72,1.1,1.2,,15765195
2009-08-21 00:00:00-05:00,17.7,16.972,16.79,0.7,0.9,,15765195
2009-08-22 00:00:00-05:00,18.4,17.768,17.51,0.6,0.9,,15765195
2009-08-23 00:00:00-05:00,18.7,17.28,17.14,1.4,1.5,,15765195
2009-08-24 00:00:00-05:00,17.0,16.396,16.48,0.6,0.6,,15765195
2009-08-25 00:00:00-05:00,16.6,16.642,16.0,0.0,0.6,,15765195
2009-08-26 00:00:00-05:00,16.8,16.477999999999998,16.14,0.3,0.7,,15765195
2009-08-27 00:00:00-05:00,16.7,16.35,16.97,0.3,-0.3,,15765195
2009-08-28 00:00:00-05:00,17.9,16.528,16.38,1.4,1.5,,15765195
2009-08-29 00:00:00-05:00,19.5,16.842,16.51,2.6,3.0,,15765195
2009-08-30 00:00:00-05:00,17.7,16.858,16.64,0.8,1.1,,15765195
2009-08-31 00:00:00-05:00,15.8,16.704,16.06,-0.9,-0.2,,15765195
2009-09-01 00:00:00-05:00,15.3,16.088,15.44,-0.8,-0.1,,15765195
2009-09-02 00:00:00-05:00,15.3,16.875999999999998,17.5,-1.6,-2.2,,15765195
2009-09-03 00:00:00-05:00,15.6,16.7575,16.485,-1.2,-0.9,,15765195
2009-09-04 00:00:00-05:00,15.5,16.4375,16.06,-1.0,-0.6,,15765195
2009-09-05 00:00:00-05:00,15.7,16.5725,16.515,-0.8,-0.8,,15765195
2009-09-06 00:00:00-05:00,15.7,16.2925,16.355,-0.6,-0.6,,15765195
2009-09-07 00:00:00-05:00,15.5,16.0025,15.955,-0.6,-0.5,,15765195
2009-09-08 00:00:00-05:00,15.2,15.76,15.485,-0.6,-0.3,,15765195
2009-09-09 00:00:00-05:00,15.7,15.7575,15.975,-0.1,-0.3,,15765195
2009-09-10 00:00:00-05:00,15.9,15.76,15.925,0.2,0.0,,15765195
2009-09-11 00:00:00-05:00,15.8,16.1225,16.52,-0.3,-0.7,,15765195
2009-09-12 00:00:00-05:00,16.5,16.615,17.215,-0.1,-0.7,,15765195
2009-09-13 00:00:00-05:00,16.9,15.665,15.105,1.2,1.8,,15765195
2009-09-14 00:00:00-05:00,16.2,16.0,15.945,0.2,0.3,,15765195
2009-09-15 00:00:00-05:00,16.2,16.135,15.995,0.1,0.2,,15765195
2009-09-16 00:00:00-05:00,15.7,15.8975,15.775,-0.2,-0.1,,15765195
2009-09-17 00:00:00-05:00,15.0,15.8975,15.655,-0.9,-0.7,,15765195
2009-09-18 00:00:00-05:00,15.5,15.775,15.46,-0.3,0.0,,15765195
2009-09-19 00:00:00-05:00,14.8,15.7225,16.15,-1.0,-1.4,,15765195
2009-09-20 00:00:00-05:00,14.2,16.005,16.575,-1.9,-2.4,,15765195
2009-09-21 00:00:00-05:00,14.6,15.72,16.09,-1.1,-1.5,,15765195
2009-09-22 00:00:00-05:00,15.1,15.76,15.79,-0.7,-0.7,,15765195
2009-09-23 00:00:00-05:00,16.3,15.505,15.5,0.8,0.8,,15765195
2009-09-24 00:00:00-05:00,17.3,15.4675,15.385,1.8,1.9,,15765195
2009-09-25 00:00:00-05:00,15.6,15.565,15.455,0.1,0.2,,15765195
2009-09-26 00:00:00-05:00,14.2,15.5775,15.225,-1.4,-1.0,,15765195
2009-09-27 00:00:00-05:00,16.0,15.15,15.37,0.9,0.6,,15765195
2009-09-28 00:00:00-05:00,14.8,15.4675,15.32,-0.7,-0.6,,15765195
2009-09-29 00:00:00-05:00,14.0,14.785,14.64,-0.8,-0.7,,15765195
2009-09-30 00:00:00-05:00,13.7,14.61,14.89,-0.9,-1.2,,15765195
2009-10-01 00:00:00-05:00,12.3,14.8825,15.26,-2.5,-2.9,,15765195
2009-10-02 00:00:00-05:00,13.2,14.8975,15.04,-1.7,-1.9,,15765195
2009-10-03 00:00:00-05:00,14.9,14.7375,14.7,0.2,0.2,,15765195
2009-10-04 00:00:00-05:00,14.0,14.8275,14.57,-0.8,-0.6,,15765195
2009-10-05 00:00:00-05:00,13.1,14.22,14.295,-1.1,-1.2,,15765195
2009-10-06 00:00:00-05:00,13.1,14.725,14.695,-1.7,-1.6,,15765195
2009-10-07 00:00:00-05:00,14.1,15.28,15.205,-1.2,-1.1,,15765195
2009-10-08 00:00:00-05:00,13.2,15.5175,15.515,-2.3,-2.3,,15765195
2009-10-09 00:00:00-05:00,14.6,15.66,15.335,-1.0,-0.7,,15765195
2009-10-10 00:00:00-05:00,14.0,15.335,15.36,-1.3,-1.4,,15765195
2009-10-11 00:00:00-05:00,12.5,14.9,14.27,-2.4,-1.8,,15765195
2009-10-12 00:00:00-05:00,11.5,13.785,13.895,-2.3,-2.4,,15765195
2009-10-13 00:00:00-05:00,12.6,13.0825,13.01,-0.5,-0.4,,15765195
2009-10-14 00:00:00-05:00,11.4,13.4275,13.135,-2.0,-1.8,,15765195
2009-10-15 00:00:00-05:00,10.7,13.51,13.37,-2.8,-2.7,,15765195
2009-10-16 00:00:00-05:00,9.8,13.19,13.39,-3.4,-3.6,,15765195
2009-10-17 00:00:00-05:00,9.6,12.38,12.355,-2.8,-2.7,,15765195
2009-10-18 00:00:00-05:00,10.3,12.5475,12.16,-2.3,-1.9,,15765195
2009-10-19 00:00:00-05:00,10.8,12.7275,12.4,-1.9,-1.6,,15765195
2009-10-20 00:00:00-05:00,11.6,13.3475,13.1,-1.7,-1.5,,15765195
2009-10-21 00:00:00-05:00,12.3,13.2175,12.88,-1.0,-0.6,,15765195
2009-10-22 00:00:00-05:00,12.6,13.6475,13.275,-1.1,-0.7,,15765195
2009-10-23 00:00:00-05:00,12.9,13.18,12.92,-0.3,-0.1,,15765195
2009-10-24 00:00:00-05:00,15.2,12.7675,11.85,2.5,3.4,,15765195
2009-10-25 00:00:00-05:00,13.1,12.0575,12.155,1.1,1.0,,15765195
2009-10-26 00:00:00-05:00,12.1,11.505,11.32,0.6,0.8,,15765195
2009-10-27 00:00:00-05:00,12.6,11.7325,11.09,0.9,1.5,,15765195
2009-10-28 00:00:00-05:00,13.8,12.23,12.15,1.5,1.6,,15765195
2009-10-29 00:00:00-05:00,13.6,12.61,12.665,0.9,0.9,,15765195
2009-10-30 00:00:00-05:00,13.0,11.975,11.71,1.0,1.3,,15765195
2009-10-31 00:00:00-05:00,14.1,13.3575,13.255,0.8,0.9,,15765195
2009-11-01 00:00:00-05:00,12.7,12.2525,12.48,0.4,0.2,,15765195
2009-11-02 00:00:00-05:00,12.4,12.2425,11.865,0.1,0.5,,15765195
2009-11-03 00:00:00-05:00,11.7,12.2325,12.705,-0.5,-1.0,,15765195
2009-11-04 00:00:00-05:00,10.9,11.5525,11.71,-0.6,-0.8,,15765195
2009-11-05 00:00:00-05:00,10.8,11.85,11.83,-1.1,-1.1,,15765195
2009-11-06 00:00:00-05:00,9.9,11.88,11.72,-2.0,-1.8,,15765195
2009-11-07 00:00:00-05:00,9.8,11.0275,10.725,-1.2,-0.9,,15765195
2009-11-08 00:00:00-05:00,11.0,10.177999999999999,9.8385,0.8,1.1,,15765195
2009-11-09 00:00:00-05:00,11.6,9.7123,10.118,1.9,1.5,,15765195
2009-11-10 00:00:00-05:00,12.2,9.8058,9.775,2.4,2.5,,15765195
2009-11-11 00:00:00-05:00,11.7,9.4493,10.126,2.2,1.6,,15765195
2009-11-12 00:00:00-05:00,10.8,9.4865,9.783999999999999,1.3,1.0,,15765195
2009-11-13 00:00:00-05:00,11.2,8.577,8.792,2.7,2.4,,15765195
2009-11-14 00:00:00-05:00,12.3,8.8085,8.7935,3.5,3.5,,15765195
2009-11-15 00:00:00-05:00,,8.5035,8.4645,4.3,4.4,Difference between daily mean and historical mean or median greater than 4 degrees,15765195
2009-11-16 00:00:00-05:00,11.8,8.531,8.895,3.2,2.9,,15765195
2009-11-17 00:00:00-05:00,11.0,8.8055,9.0285,2.2,2.0,,15765195
2009-11-18 00:00:00-05:00,10.9,9.1958,9.5735,1.7,1.3,,15765195
2009-11-19 00:00:00-05:00,12.1,9.89,9.7455,2.2,2.3,,15765195
2009-11-20 00:00:00-05:00,12.0,9.6125,9.905,2.3,2.0,,15765195
2009-11-21 00:00:00-05:00,10.5,8.8138,9.0875,1.7,1.4,,15765195
2009-11-22 00:00:00-05:00,10.2,8.4858,8.7455,1.8,1.5,,15765195
2009-11-23 00:00:00-05:00,10.7,7.841,7.694,2.8,3.0,,15765195
2009-11-24 00:00:00-05:00,11.3,7.4638,7.649,3.8,3.6,,15765195
2009-11-25 00:00:00-05:00,11.8,8.6248,8.585,3.2,3.2,,15765195
2009-11-26 00:00:00-05:00,11.7,9.3708,9.472999999999999,2.3,2.2,,15765195
2009-11-27 00:00:00-05:00,9.8,9.0588,8.9135,0.7,0.9,,15765195
2009-11-28 00:00:00-05:00,9.2,8.4805,8.3755,0.8,0.9,,15765195
2009-11-29 00:00:00-05:00,9.8,8.336,8.1805,1.5,1.6,,15765195
2009-11-30 00:00:00-05:00,10.6,9.1003,8.9545,1.5,1.6,,15765195
2009-12-01 00:00:00-05:00,9.5,9.1275,9.001,0.3,0.5,,15765195
2009-12-02 00:00:00-05:00,9.3,9.1043,9.068999999999999,0.2,0.2,,15765195
2009-12-03 00:00:00-05:00,11.2,8.8568,8.4785,2.3,2.7,,15765195
2009-12-04 00:00:00-05:00,10.1,8.4325,8.4725,1.7,1.6,,15765195
2009-12-05 00:00:00-05:00,8.7,8.7563,8.6255,0.0,0.1,,15765195
2009-12-06 00:00:00-05:00,7.7,8.6168,8.6275,-0.9,-0.9,,15765195
2009-12-07 00:00:00-05:00,8.2,7.7185,7.6685,0.5,0.6,,15765195
2009-12-08 00:00:00-05:00,8.8,7.4995,7.519,1.3,1.3,,15765195
2009-12-09 00:00:00-05:00,6.9,7.6125,7.497999999999999,-0.7,-0.6,,15765195
2009-12-10 00:00:00-05:00,7.5,7.3243,6.757999999999999,0.2,0.8,,15765195
2009-12-11 00:00:00-05:00,6.0,7.0433,7.465,-1.1,-1.5,,15765195
2009-12-12 00:00:00-05:00,7.1,7.0368,6.879,0.0,0.2,,15765195
2009-12-13 00:00:00-05:00,6.6,6.7853,6.931,-0.2,-0.3,,15765195
2009-12-14 00:00:00-05:00,8.8,7.7535,7.818,1.0,0.9,,15765195
2009-12-15 00:00:00-05:00,9.7,7.4910000000000005,7.678,2.2,2.1,,15765195
2009-12-16 00:00:00-05:00,7.5,,,,,"No historical value, assume good",15765195
2009-12-17 00:00:00-05:00,6.6,6.2578,6.269,0.3,0.3,,15765195
2009-12-18 00:00:00-05:00,7.3,6.7593,7.2325,0.5,0.0,,15765195
2009-12-19 00:00:00-05:00,5.1,6.943,6.822,-1.9,-1.8,,15765195
2009-12-20 00:00:00-05:00,5.7,6.5678,6.5795,-0.9,-0.9,,15765195
2009-12-21 00:00:00-05:00,6.5,7.15,6.3015,-0.6,0.2,,15765195
2009-12-22 00:00:00-05:00,7.1,7.351,7.1125,-0.2,0.0,,15765195
2009-12-23 00:00:00-05:00,5.9,7.801,7.434,-1.9,-1.6,,15765195
2009-12-24 00:00:00-05:00,6.3,7.707000000000001,7.3595,-1.4,-1.1,,15765195
2009-12-25 00:00:00-05:00,7.0,6.995,6.982,0.0,0.0,,15765195
2009-12-26 00:00:00-05:00,4.8,6.9775,7.537999999999999,-2.1,-2.7,,15765195
2009-12-27 00:00:00-05:00,7.6,7.3113,7.9135,0.3,-0.3,,15765195
2009-12-28 00:00:00-05:00,7.1,7.6578,8.835,-0.5,-1.7,,15765195
2009-12-29 00:00:00-05:00,5.4,7.3088,7.87,-2.0,-2.5,,15765195
2009-12-30 00:00:00-05:00,6.3,7.1339999999999995,7.553,-0.8,-1.2,,15765195
2009-12-31 00:00:00-05:00,7.5,6.5198,7.159,1.0,0.3,,15765195
2010-01-01 00:00:00-05:00,7.5,7.006,7.8,0.5,-0.3,,15765195
2010-01-02 00:00:00-05:00,5.1,6.6128,7.0945,-1.5,-2.0,,15765195
2010-01-03 00:00:00-05:00,4.1,7.3398,8.193999999999999,-3.2,-4.1,,15765195
2010-01-04 00:00:00-05:00,5.5,7.4423,8.2425,-2.0,-2.8,,15765195
2010-01-05 00:00:00-05:00,5.9,6.1298,6.766,-0.3,-0.9,,15765195
2010-01-06 00:00:00-05:00,6.3,6.1388,6.983,0.2,-0.6,,15765195
2010-01-07 00:00:00-05:00,6.6,5.608,5.767,1.0,0.8,,15765195
2010-01-08 00:00:00-05:00,6.4,,,,,"No historical value, assume good",15765195
2010-01-09 00:00:00-05:00,5.6,,,,,"No historical value, assume good",15765195
2010-01-10 00:00:00-05:00,5.2,,,,,"No historical value, assume good",15765195
2010-01-11 00:00:00-05:00,6.0,7.6898,6.997999999999999,-1.7,-1.0,,15765195
2010-01-12 00:00:00-05:00,6.4,8.6673,8.0485,-2.3,-1.6,,15765195
2010-01-13 00:00:00-05:00,6.5,7.6715,8.1575,-1.2,-1.7,,15765195
2010-01-14 00:00:00-05:00,7.0,6.4795,6.9715,0.5,0.0,,15765195
2010-01-15 00:00:00-05:00,7.7,6.874,6.8565,0.8,0.8,,15765195
2010-01-16 00:00:00-05:00,8.5,7.102,6.827999999999999,1.4,1.7,,15765195
2010-01-17 00:00:00-05:00,6.6,6.5233,6.8125,0.0,-0.3,,15765195
2010-01-18 00:00:00-05:00,7.4,6.4323,6.7575,0.9,0.6,,15765195
2010-01-19 00:00:00-05:00,7.7,6.8898,6.8495,0.8,0.8,,15765195
2010-01-20 00:00:00-05:00,7.3,5.8153,5.8725,1.5,1.4,,15765195
2010-01-21 00:00:00-05:00,7.2,6.4295,6.352,0.7,0.8,,15765195
2010-01-22 00:00:00-05:00,7.8,7.5943,7.4845,0.2,0.3,,15765195
2010-01-23 00:00:00-05:00,7.2,7.3665,7.4045,-0.1,-0.2,,15765195
2010-01-24 00:00:00-05:00,8.1,7.3743,7.1770000000000005,0.7,0.9,,15765195
2010-01-25 00:00:00-05:00,9.6,6.8945,6.436,2.7,3.2,,15765195
2010-01-26 00:00:00-05:00,7.8,7.1908,7.108,0.6,0.7,,15765195
2010-01-27 00:00:00-05:00,7.1,7.5423,7.564,-0.5,-0.5,,15765195
2010-01-28 00:00:00-05:00,6.8,7.7028,7.523,-0.9,-0.7,,15765195
2010-01-29 00:00:00-05:00,4.7,7.457000000000001,7.6315,-2.7,-2.9,,15765195
2010-01-30 00:00:00-05:00,5.0,6.1463,6.3085,-1.2,-1.3,,15765195
2010-01-31 00:00:00-05:00,5.4,6.026,5.836,-0.6,-0.4,,15765195
2010-02-01 00:00:00-05:00,6.2,7.0135,7.303,-0.8,-1.1,,15765195
2010-02-02 00:00:00-05:00,6.5,6.6643,6.6995,-0.1,-0.2,,15765195
2010-02-03 00:00:00-05:00,7.3,6.6223,6.3815,0.7,0.9,,15765195
2010-02-04 00:00:00-05:00,7.0,6.8783,6.697,0.1,0.3,,15765195
2010-02-05 00:00:00-05:00,6.8,7.2955,7.7665,-0.5,-1.0,,15765195
2010-02-06 00:00:00-05:00,3.9,7.4678,8.0885,-3.6,-4.2,,15765195
2010-02-07 00:00:00-05:00,5.2,7.3389999999999995,8.3425,-2.2,-3.2,,15765195
2010-02-08 00:00:00-05:00,5.5,7.9268,8.0745,-2.4,-2.6,,15765195
2010-02-09 00:00:00-05:00,5.9,6.3995,6.0785,-0.5,-0.2,,15765195
2010-02-10 00:00:00-05:00,,6.9968,7.0245,-4.7,-4.7,Difference between daily mean and historical mean or median greater than 4 degrees,15765195
2010-02-11 00:00:00-05:00,,7.5273,7.4670000000000005,-4.1,-4.1,Difference between daily mean and historical mean or median greater than 4 degrees,15765195
2010-02-12 00:00:00-05:00,5.2,7.226,7.3845,-2.0,-2.2,,15765195
2010-02-13 00:00:00-05:00,5.4,6.6858,6.327000000000001,-1.3,-1.0,,15765195
2010-02-14 00:00:00-05:00,5.8,7.3375,7.117000000000001,-1.5,-1.3,,15765195
2010-02-15 00:00:00-05:00,6.4,8.0565,8.1465,-1.7,-1.8,,15765195
2010-02-16 00:00:00-05:00,6.2,7.879,7.9405,-1.7,-1.7,,15765195
2010-02-17 00:00:00-05:00,6.4,7.3375,7.0815,-1.0,-0.7,,15765195
2010-02-18 00:00:00-05:00,6.8,8.2395,8.1505,-1.4,-1.3,,15765195
2010-02-19 00:00:00-05:00,6.7,8.7005,8.297,-2.0,-1.6,,15765195
2010-02-20 00:00:00-05:00,6.6,8.7308,8.7195,-2.1,-2.1,,15765195
2010-02-21 00:00:00-05:00,7.0,8.8783,7.9495,-1.9,-1.0,,15765195
2010-02-22 00:00:00-05:00,7.2,8.9138,9.0045,-1.7,-1.8,,15765195
2010-02-23 00:00:00-05:00,6.3,9.0605,8.408999999999999,-2.8,-2.1,,15765195
2010-02-24 00:00:00-05:00,6.9,9.5763,9.0925,-2.7,-2.2,,15765195
2010-02-25 00:00:00-05:00,6.2,9.693,9.385,-3.5,-3.2,,15765195
2010-02-26 00:00:00-05:00,,8.8963,8.921,-4.8,-4.8,Difference between daily mean and historical mean or median greater than 4 degrees,15765195
2010-02-27 00:00:00-05:00,6.7,8.253,8.332,-1.6,-1.6,,15765195
2010-02-28 00:00:00-05:00,7.1,9.0468,9.127,-2.0,-2.0,,15765195
2010-03-01 00:00:00-05:00,6.8,8.9893,8.471,-2.2,-1.6,,15765195
2010-03-02 00:00:00-05:00,7.2,7.8498,7.3905,-0.7,-0.2,,15765195
2010-03-03 00:00:00-05:00,6.9,7.7893,7.3275,-0.9,-0.4,,15765195
2010-03-04 00:00:00-05:00,6.7,7.7015,7.337999999999999,-1.0,-0.7,,15765195
2010-03-05 00:00:00-05:00,7.2,7.5845,6.9110000000000005,-0.4,0.3,,15765195
2010-03-06 00:00:00-05:00,7.4,7.9558,8.054,-0.6,-0.7,,15765195
2010-03-07 00:00:00-05:00,8.1,7.973,7.539,0.1,0.5,,15765195
2010-03-08 00:00:00-05:00,8.5,8.6038,7.9645,-0.1,0.6,,15765195
2010-03-09 00:00:00-05:00,9.3,8.9948,8.98,0.3,0.3,,15765195
2010-03-10 00:00:00-05:00,9.2,7.9788,7.836,1.2,1.3,,15765195
2010-03-11 00:00:00-05:00,10.7,8.265,8.1735,2.4,2.5,,15765195
2010-03-12 00:00:00-05:00,9.7,7.975,7.864,1.8,1.9,,15765195
2010-03-13 00:00:00-05:00,8.7,8.499,8.117,0.2,0.6,,15765195
2010-03-14 00:00:00-05:00,9.4,7.902,8.635,1.5,0.7,,15765195
2010-03-15 00:00:00-05:00,9.1,8.4448,9.0605,0.6,0.0,,15765195
2010-03-16 00:00:00-05:00,10.3,8.3148,8.436,2.0,1.9,,15765195
2010-03-17 00:00:00-05:00,10.3,8.207,8.002,2.1,2.3,,15765195
2010-03-18 00:00:00-05:00,10.6,8.7655,8.596,1.8,2.0,,15765195
2010-03-19 00:00:00-05:00,11.0,,,,,"No historical value, assume good",15765195
2010-03-20 00:00:00-05:00,11.6,,,,,"No historical value, assume good",15765195
2010-03-21 00:00:00-05:00,12.2,8.9028,9.1725,3.3,3.1,,15765195
2010-03-22 00:00:00-05:00,12.4,8.6825,8.1555,3.8,4.3,,15765195
2010-03-23 00:00:00-05:00,11.2,8.3448,8.1885,2.8,3.0,,15765195
2010-03-24 00:00:00-05:00,11.0,8.799,8.868,2.2,2.1,,15765195
2010-03-25 00:00:00-05:00,10.8,9.6633,9.777000000000001,1.2,1.1,,15765195
2010-03-26 00:00:00-05:00,10.2,9.2535,9.362,1.0,0.9,,15765195
2010-03-27 00:00:00-05:00,9.4,9.748,9.971,-0.4,-0.6,,15765195
2010-03-28 00:00:00-05:00,9.6,10.5298,10.4535,-0.9,-0.9,,15765195
2010-03-29 00:00:00-05:00,10.9,11.16,11.27,-0.2,-0.3,,15765195
2010-03-30 00:00:00-05:00,8.5,10.9573,11.055,-2.4,-2.5,,15765195
2010-03-31 00:00:00-05:00,10.8,10.2163,10.56,0.6,0.3,,15765195
2010-04-01 00:00:00-05:00,12.3,9.894,9.917,2.4,2.3,,15765195
2010-04-02 00:00:00-05:00,12.8,9.865,9.9145,3.0,2.9,,15765195
2010-04-03 00:00:00-05:00,12.6,10.3795,10.59,2.2,2.0,,15765195
2010-04-04 00:00:00-05:00,13.2,11.169,10.585,2.0,2.6,,15765195
2010-04-05 00:00:00-05:00,13.7,10.7825,10.4455,3.0,3.3,,15765195
2010-04-06 00:00:00-05:00,14.9,11.28,11.16,3.7,3.8,,15765195
2010-04-07 00:00:00-05:00,,10.9683,10.9015,4.1,4.2,Difference between daily mean and historical mean or median greater than 4 degrees,15765195
2010-04-08 00:00:00-05:00,15.1,11.3945,11.375,3.7,3.7,,15765195
2010-04-09 00:00:00-05:00,13.1,12.0365,12.64,1.0,0.4,,15765195
2010-04-10 00:00:00-05:00,11.7,11.793,12.08,-0.1,-0.4,,15765195
2010-04-11 00:00:00-05:00,13.0,11.3225,10.7605,1.6,2.2,,15765195
2010-04-12 00:00:00-05:00,12.9,11.892000000000001,11.46,1.0,1.5,,15765195
2010-04-13 00:00:00-05:00,10.7,13.1425,13.35,-2.5,-2.7,,15765195
2010-04-14 00:00:00-05:00,12.2,13.267999999999999,13.28,-1.1,-1.1,,15765195
2010-04-15 00:00:00-05:00,13.0,11.994000000000002,12.04,1.0,1.0,,15765195
2010-04-16 00:00:00-05:00,14.1,12.1728,12.17,1.9,1.9,,15765195
2010-04-17 00:00:00-05:00,12.3,11.6076,12.15,0.7,0.1,,15765195
2010-04-18 00:00:00-05:00,11.0,12.0886,13.27,-1.1,-2.2,,15765195
2010-04-19 00:00:00-05:00,12.2,12.234000000000002,12.26,0.0,-0.1,,15765195
2010-04-20 00:00:00-05:00,12.7,12.962,13.6,-0.3,-0.9,,15765195
2010-04-21 00:00:00-05:00,11.7,12.82,13.21,-1.1,-1.5,,15765195
2010-04-22 00:00:00-05:00,13.5,12.546,13.08,1.0,0.4,,15765195
2010-04-23 00:00:00-05:00,13.0,12.962,13.23,0.0,-0.2,,15765195
2010-04-24 00:00:00-05:00,12.4,12.758,12.34,-0.4,0.1,,15765195
2010-04-25 00:00:00-05:00,11.9,12.502,12.97,-0.6,-1.1,,15765195
2010-04-26 00:00:00-05:00,12.2,13.394,13.5,-1.2,-1.3,,15765195
2010-04-27 00:00:00-05:00,12.4,13.38,13.0,-1.0,-0.6,,15765195
2010-04-28 00:00:00-05:00,10.8,13.142000000000001,13.04,-2.3,-2.2,,15765195
2010-04-29 00:00:00-05:00,12.4,12.782,11.94,-0.3,0.5,,15765195
2010-04-30 00:00:00-05:00,13.9,13.056,13.22,0.9,0.7,,15765195
2010-05-01 00:00:00-05:00,14.9,13.614,13.26,1.3,1.6,,15765195
2010-05-02 00:00:00-05:00,15.9,14.062000000000001,14.55,1.9,1.4,,15765195
2010-05-03 00:00:00-05:00,17.3,14.136,13.73,3.1,3.5,,15765195
2010-05-04 00:00:00-05:00,16.0,14.232000000000001,14.3,1.7,1.7,,15765195
2010-05-05 00:00:00-05:00,15.1,14.155999999999999,14.38,1.0,0.7,,15765195
2010-05-06 00:00:00-05:00,15.1,13.338,13.71,1.8,1.4,,15765195
2010-05-07 00:00:00-05:00,13.9,13.148,12.34,0.8,1.6,,15765195
2010-05-08 00:00:00-05:00,14.1,13.572000000000001,13.01,0.6,1.1,,15765195
2010-05-09 00:00:00-05:00,11.8,13.442,13.64,-1.7,-1.9,,15765195
2010-05-10 00:00:00-05:00,12.2,13.248,13.3,-1.0,-1.1,,15765195
2010-05-11 00:00:00-05:00,11.0,13.3,12.67,-2.3,-1.7,,15765195
2010-05-12 00:00:00-05:00,11.6,13.202,12.91,-1.6,-1.3,,15765195
2010-05-13 00:00:00-05:00,13.2,13.05,12.47,0.2,0.8,,15765195
2010-05-14 00:00:00-05:00,15.7,13.63,13.62,2.1,2.1,,15765195
2010-05-15 00:00:00-05:00,15.4,14.164000000000001,13.8,1.2,1.6,,15765195
2010-05-16 00:00:00-05:00,14.7,14.324000000000002,14.21,0.3,0.5,,15765195
2010-05-17 00:00:00-05:00,13.2,14.944,15.59,-1.7,-2.4,,15765195
2010-05-18 00:00:00-05:00,12.3,14.544,14.55,-2.3,-2.3,,15765195
2010-05-19 00:00:00-05:00,13.3,14.71,14.08,-1.5,-0.8,,15765195
2010-05-20 00:00:00-05:00,15.0,14.82,14.44,0.2,0.6,,15765195
2010-05-21 00:00:00-05:00,15.3,14.57,14.52,0.7,0.8,,15765195
2010-05-22 00:00:00-05:00,15.0,13.852,13.82,1.2,1.2,,15765195
2010-05-23 00:00:00-05:00,14.8,14.458,14.56,0.4,0.3,,15765195
2010-05-24 00:00:00-05:00,15.3,15.292,15.41,0.0,-0.1,,15765195
2010-05-25 00:00:00-05:00,15.9,15.142000000000001,14.88,0.8,1.0,,15765195
2010-05-26 00:00:00-05:00,16.2,15.708,15.6,0.5,0.6,,15765195
2010-05-27 00:00:00-05:00,16.8,15.532,15.6,1.3,1.2,,15765195
2010-05-28 00:00:00-05:00,16.7,15.698,15.37,1.0,1.4,,15765195
2010-05-29 00:00:00-05:00,15.9,16.164,15.71,-0.2,0.2,,15765195
2010-05-30 00:00:00-05:00,16.6,16.268,16.07,0.3,0.5,,15765195
2010-05-31 00:00:00-05:00,17.7,16.412,15.85,1.3,1.9,,15765195
2010-06-01 00:00:00-05:00,17.7,16.19,15.42,1.5,2.2,,15765195
2010-06-02 00:00:00-05:00,17.2,16.362000000000002,16.25,0.8,0.9,,15765195
2010-06-03 00:00:00-05:00,18.4,15.395999999999999,14.96,3.0,3.5,,15765195
2010-06-04 00:00:00-05:00,19.0,15.638,15.52,3.3,3.4,,15765195
2010-06-05 00:00:00-05:00,17.9,15.776,15.15,2.2,2.8,,15765195
2010-06-06 00:00:00-05:00,16.8,16.448,15.68,0.3,1.1,,15765195
2010-06-07 00:00:00-05:00,15.8,15.886,15.29,-0.1,0.5,,15765195
2010-06-08 00:00:00-05:00,15.3,15.504000000000001,15.71,-0.2,-0.4,,15765195
2010-06-09 00:00:00-05:00,14.6,15.34,15.26,-0.7,-0.6,,15765195
2010-06-10 00:00:00-05:00,16.9,15.716,15.82,1.2,1.1,,15765195
2010-06-11 00:00:00-05:00,16.1,16.25,16.38,-0.1,-0.3,,15765195
2010-06-12 00:00:00-05:00,17.0,16.387999999999998,16.34,0.6,0.6,,15765195
2010-06-13 00:00:00-05:00,17.8,16.218,16.38,1.6,1.4,,15765195
2010-06-14 00:00:00-05:00,17.2,15.812000000000001,16.09,1.4,1.1,,15765195
2010-06-15 00:00:00-05:00,16.1,15.49,15.63,0.6,0.4,,15765195
2010-06-16 00:00:00-05:00,16.5,15.225999999999999,15.22,1.3,1.3,,15765195
2010-06-17 00:00:00-05:00,17.4,15.806,15.75,1.6,1.7,,15765195
2010-06-18 00:00:00-05:00,16.4,16.366,16.75,0.0,-0.4,,15765195
2010-06-19 00:00:00-05:00,16.9,16.695999999999998,16.5,0.2,0.4,,15765195
2010-06-20 00:00:00-05:00,17.7,16.894000000000002,16.76,0.8,1.0,,15765195
2010-06-21 00:00:00-05:00,17.1,16.78,16.8,0.3,0.3,,15765195
2010-06-22 00:00:00-05:00,16.6,16.248,16.44,0.4,0.2,,15765195
