datetime,daily_SSC_Load,daily_count,site_no
2009-12-11 00:00:00-05:00,0.7190000000000001,95,01576516
2009-12-12 00:00:00-05:00,0.597,95,01576516
2009-12-13 00:00:00-05:00,2.7,94,01576516
2009-12-14 00:00:00-05:00,1.21,94,01576516
2009-12-15 00:00:00-05:00,0.973,93,01576516
2009-12-16 00:00:00-05:00,0.851,95,01576516
2009-12-17 00:00:00-05:00,0.7170000000000001,92,01576516
2009-12-18 00:00:00-05:00,0.627,94,01576516
2009-12-19 00:00:00-05:00,0.636,94,01576516
2009-12-20 00:00:00-05:00,0.589,93,01576516
2009-12-21 00:00:00-05:00,0.595,94,01576516
2009-12-22 00:00:00-05:00,0.552,96,01576516
2009-12-23 00:00:00-05:00,0.5329999999999999,96,01576516
2009-12-24 00:00:00-05:00,0.49700000000000005,96,01576516
2009-12-25 00:00:00-05:00,0.823,95,01576516
2009-12-26 00:00:00-05:00,17.8,96,01576516
2009-12-27 00:00:00-05:00,2.06,96,01576516
2009-12-28 00:00:00-05:00,1.21,96,01576516
2009-12-29 00:00:00-05:00,0.9009999999999999,96,01576516
2009-12-30 00:00:00-05:00,0.746,96,01576516
2009-12-31 00:00:00-05:00,0.767,96,01576516
2010-01-01 00:00:00-05:00,0.948,96,01576516
2010-01-02 00:00:00-05:00,0.769,96,01576516
2010-01-03 00:00:00-05:00,0.684,96,01576516
2010-01-04 00:00:00-05:00,0.605,96,01576516
2010-01-05 00:00:00-05:00,0.599,96,01576516
2010-01-06 00:00:00-05:00,0.5660000000000001,96,01576516
2010-01-07 00:00:00-05:00,0.551,96,01576516
2010-01-08 00:00:00-05:00,0.545,96,01576516
2010-01-09 00:00:00-05:00,0.493,96,01576516
2010-01-10 00:00:00-05:00,0.47600000000000003,96,01576516
2010-01-11 00:00:00-05:00,0.509,96,01576516
2010-01-12 00:00:00-05:00,0.513,96,01576516
2010-01-13 00:00:00-05:00,0.511,96,01576516
2010-01-14 00:00:00-05:00,0.48100000000000004,96,01576516
2010-01-15 00:00:00-05:00,0.485,96,01576516
2010-01-16 00:00:00-05:00,0.52,96,01576516
2010-01-17 00:00:00-05:00,3.41,96,01576516
2010-01-18 00:00:00-05:00,1.47,96,01576516
2010-01-19 00:00:00-05:00,0.953,96,01576516
2010-01-20 00:00:00-05:00,0.6809999999999999,96,01576516
2010-01-21 00:00:00-05:00,0.613,96,01576516
2010-01-22 00:00:00-05:00,0.65,96,01576516
2010-01-23 00:00:00-05:00,0.601,96,01576516
2010-01-24 00:00:00-05:00,0.621,96,01576516
2010-01-25 00:00:00-05:00,18.6,96,01576516
2010-01-26 00:00:00-05:00,1.25,95,01576516
2010-01-27 00:00:00-05:00,0.8190000000000001,96,01576516
2010-01-28 00:00:00-05:00,0.6659999999999999,96,01576516
2010-01-29 00:00:00-05:00,0.662,96,01576516
2010-01-30 00:00:00-05:00,0.58,96,01576516
2010-01-31 00:00:00-05:00,0.599,94,01576516
2010-02-01 00:00:00-05:00,0.614,94,01576516
2010-02-02 00:00:00-05:00,0.628,95,01576516
2010-02-03 00:00:00-05:00,0.316,47,01576516
2010-02-04 00:00:00-05:00,0.516,76,01576516
2010-02-05 00:00:00-05:00,0.626,88,01576516
2010-02-06 00:00:00-05:00,0.6709999999999999,95,01576516
2010-02-07 00:00:00-05:00,0.66,96,01576516
2010-02-08 00:00:00-05:00,0.665,96,01576516
2010-02-09 00:00:00-05:00,0.597,95,01576516
2010-02-10 00:00:00-05:00,0.534,94,01576516
2010-02-11 00:00:00-05:00,0.531,96,01576516
2010-02-12 00:00:00-05:00,0.637,96,01576516
2010-02-13 00:00:00-05:00,0.83,96,01576516
2010-02-14 00:00:00-05:00,0.7170000000000001,96,01576516
2010-02-15 00:00:00-05:00,0.5529999999999999,96,01576516
2010-02-16 00:00:00-05:00,0.614,96,01576516
2010-02-17 00:00:00-05:00,0.665,96,01576516
2010-02-18 00:00:00-05:00,0.79,96,01576516
2010-02-19 00:00:00-05:00,0.563,96,01576516
2010-02-20 00:00:00-05:00,0.556,96,01576516
2010-02-21 00:00:00-05:00,0.522,96,01576516
2010-02-22 00:00:00-05:00,0.654,96,01576516
2010-02-23 00:00:00-05:00,0.711,95,01576516
2010-02-24 00:00:00-05:00,0.8240000000000001,96,01576516
